Petal_Size,Sepal_Width,Stem_Length,Leaf_Width,Flower_Type
2.5916732463965184,1.9974896621759235,1.9271623903595372,2.6571261901396115,Rose
2.249706090387833,2.4946601364011878,1.6802327534578214,1.2895613293941701,Rose
1.6946029744929056,2.6419790023094447,2.114599455177894,2.0540472777085816,Rose
2.0103264386625943,1.7279662530046638,1.3364829384663905,2.144992955606705,Rose
2.361627758853943,0.9490701934182086,2.7585346345708808,0.742796931976692,Rose
1.7924786342531864,2.6861631912299497,2.118419641008046,1.052163892561385,Rose
1.3689165783880217,2.5466408856872005,1.3846375361657919,2.329702628710102,Rose
1.3644094871335664,1.5024000168076803,1.2827432102795735,2.199266205907521,Rose
1.690597709281446,1.8757440398117162,3.0813912901314655,2.3916997924264596,Rose
1.1961278390366774,2.0516168899237024,2.342667990534568,2.585248867416556,Rose
3.144004775903615,1.5689422752873725,2.0030549504074764,2.0984246751237325,Rose
1.4236096324384775,1.859437885649149,1.692124713982461,1.944160782541267,Rose
1.0297828266992202,1.8891950049882618,1.5670182387890288,2.317300807299363,Rose
1.7268457211022932,3.307820866849328,2.819607557974569,1.2993217571726927,Rose
2.37158491683669,1.678262488003501,1.7636086379927696,1.3896805876500906,Rose
2.8913672407114985,2.6611131248541375,1.2473993466086806,1.3149823384243873,Rose
1.6935892192260997,3.3061073743467047,2.7556993987366054,2.156593141779444,Rose
1.5478114578721183,1.986674988422098,1.2852865571593408,0.8923777343456187,Rose
2.8378045983953433,2.4329802924130064,2.055850442464367,1.9975247214427492,Rose
2.176799727423223,2.546024152820399,1.823205799220481,0.754954896668844,Rose
2.224720026229181,2.234139045372628,1.653619323925024,2.131584902362494,Rose
2.4985021095530575,2.1062632492005338,2.738705923256372,1.3225795886841052,Rose
2.3056589714210762,1.5908952129833513,2.073176666870955,1.297569374466982,Rose
1.8256132685400965,2.242719346473758,2.226742824605062,1.2385819308696018,Rose
2.151760776545327,2.145739645804966,1.9655818635241975,1.2162837166261147,Rose
1.6274353177438252,2.634074758376352,1.7554630057932918,2.362221310059976,Rose
1.8783795184343635,2.0445311367325614,2.4464420636796365,1.4685973811648512,Rose
2.633533946032159,1.792225012543543,2.2913163651625172,1.8689219927583784,Rose
1.8692130119389634,1.566796031332832,1.7604496533002567,1.70666405249444,Rose
1.6665532026078376,1.9929517097980498,1.549305121153889,2.3875230326575223,Rose
2.4764039468974923,2.718652115495397,2.314531757421958,2.565290667500303,Rose
2.8528595454656207,2.7801734016806408,1.4046751339703594,1.986259703259843,Rose
2.790872079382611,1.931323312201866,1.9786344840585237,1.8539838736674914,Rose
1.718098263235757,2.6330608884279108,1.4675799159768625,1.8033764625004387,Rose
2.485588546985054,1.9164345668746259,2.6301216633314515,2.347102108990442,Rose
2.0869006163113264,2.30468372800805,1.6736975256796376,1.326912505304815,Rose
2.3129522420453714,2.249721814712338,3.032541121724879,2.629571723072209,Rose
1.7994242308165176,1.7102331736820966,2.2143812934844727,2.36473455316524,Rose
1.9645125005950617,1.9206415309881202,1.9610642446405833,2.4240853036162546,Rose
2.1522171207735163,2.3422590582584895,1.7345730470967908,2.419226818282915,Rose
1.5480411476423799,1.9652035774040186,2.525986217553098,1.8427924795983897,Rose
1.9334778467543643,1.81082378483419,2.0135687531718665,1.7785894909506688,Rose
2.374343308050625,1.9836409255020615,1.8440323578727151,2.063747611618318,Rose
2.747113125149295,2.2115835797042935,3.0867783228540677,2.605451752965786,Rose
1.6763631777813643,1.0799410238508238,1.8495124725069887,2.5860112121313206,Rose
1.3928038369426265,1.9423053713274034,2.1147224818280055,1.2182465707214485,Rose
2.298055982020472,1.439669745612247,1.8440499573095646,2.2239890687891575,Rose
2.433832208092869,1.598804817181953,1.0109613912652957,2.064583506271504,Rose
1.5294163100902236,2.6290798494761733,1.8357542482280722,1.8837588022069913,Rose
1.814508571550852,1.7899330476636626,2.1011188878561873,1.5132415471006162,Rose
2.2699744329242493,1.6314159427995016,1.513703866023347,2.576894795541434,Rose
2.8460815087374387,1.0150193528154472,2.7112078164961226,2.2405278538313604,Rose
1.4541161173292574,2.2346714765166724,1.6415307891781739,1.683885037532789,Rose
2.178259589443898,1.1499260757407783,0.8525885103069353,1.4283806336222407,Rose
1.6899991409173525,2.5157274226293707,2.0719569167548393,1.7842434889520558,Rose
1.9677705753470411,1.6497920572982085,2.5950728643172596,2.610947386943,Rose
2.746093386548326,1.7313876995996775,2.3329973787154175,1.5770623417948149,Rose
2.454901161455745,1.7688888152328601,1.54243865169474,1.862014338805872,Rose
2.2429291536486655,1.8512385653508763,2.66136037548327,2.0218255249141595,Rose
1.3203561252787885,2.2422189577321694,2.630026019621897,1.7347353763083273,Rose
2.1395383242941053,1.8008370407605792,2.5985449334266715,1.153826187093248,Rose
2.4064636195020124,2.2800943932524147,1.424423375603625,1.6070862353288735,Rose
1.9942801078705594,2.328047889590139,2.5253450004810114,2.22658991074163,Rose
1.9118761589795399,1.4640783308364358,2.361690613317854,1.6229202545408405,Rose
1.8055785119912744,1.9509009705836833,1.9238231793548424,2.69910350741147,Rose
1.2402567879616955,1.6090666345493656,1.8044692606816117,1.6288242746434967,Rose
1.620385693384351,1.4294684775163606,2.264668423674736,2.1886527658302266,Rose
1.4064631017752838,2.839880860559262,1.4797598133425267,2.089009509042887,Rose
1.8760604097845717,2.41073546929977,2.6420360084728074,3.104299810251055,Rose
2.6780454404576544,1.7025557985813915,1.3901944418095926,1.7650755184203213,Rose
2.806466314684961,2.3711892556054863,1.7671423528983194,2.2478837479825233,Rose
2.338676986994976,2.545822037918245,2.784604917737263,2.0763880587104127,Rose
1.4383949039615829,2.1722629186619953,1.8058949587553002,1.315593572561348,Rose
1.3547755517673203,1.984134464292113,2.2381797839759776,1.5783779209155167,Rose
2.534489513949744,1.4572497164519078,2.430530542078384,1.6370341522845404,Rose
2.073601244525026,2.4336082571899795,2.8755272570725063,2.296937142194244,Rose
2.4852336512629547,2.0812697440349517,2.67822609765268,3.0062437865037257,Rose
2.876432174021988,2.0406303247102136,2.330124504158328,1.7450170430040661,Rose
1.8106974764464552,2.076216941213778,2.417834113370743,2.1261215535107425,Rose
1.8018141027647139,2.3794684570314097,1.6583395697923546,1.9902215327971247,Rose
1.636999065979126,1.4236283197600537,1.1458597549600391,2.2347040288442335,Rose
2.6058827577496606,2.118207348636732,1.327387020497952,1.7601504861848256,Rose
1.8049615087301354,1.6808429176476891,1.707628417661943,1.2244985888288522,Rose
1.5314581119254702,1.665657981589431,1.6297345072025986,1.4574316876081452,Rose
1.3984922147740049,2.555928033414963,2.1551218904338265,2.356397588907564,Rose
1.7088973241576317,2.1501190264026224,1.4145439629474152,1.7967819677150374,Rose
1.746554815753956,3.279997729370965,0.9473436550196761,1.124986233365887,Rose
2.081916892607868,2.7715454091882106,2.07916365633641,1.5416338394794975,Rose
1.7629697449238377,1.8219116404647553,2.675912685531199,2.5928099925600714,Rose
1.9935503936101013,0.8045486396936228,1.8120230612254862,2.5362146542102875,Rose
2.4877532359276877,1.2225745183643233,2.1304187642047614,1.2208146810781255,Rose
2.855980996261956,1.4465705340682153,2.2536649046600656,2.114704439550626,Rose
2.797065143999742,1.6969456527583826,1.581961546764107,2.135069059997699,Rose
1.2801760025428037,2.1640335387534186,0.9716223265068893,1.8395758313080077,Rose
2.4395874660196455,2.2648437261666428,1.1036798318793093,1.9142310681119825,Rose
2.3140856960785245,1.9110866598376426,2.7782189502134242,1.4027125953895747,Rose
1.8203906912418457,2.210368418552444,2.3112255498577023,1.7305742591647368,Rose
0.8470524650096771,2.530088057448863,2.396087203623858,2.8170729403663297,Rose
2.5191565819891304,1.3431274553700965,1.4401110734677363,1.6303414477824556,Rose
2.272723402183224,1.709753736196011,2.2406312451847623,2.152008538150018,Rose
3.233353019537375,2.7885624198917958,2.662747918087221,3.235494975359956,Tulip
2.0838172727769826,3.7430531430226033,3.03495942224392,3.0016074071979415,Tulip
2.8995845116422023,2.741264506360811,3.05537491179237,3.2156614054375514,Tulip
2.7991596939477774,2.240969780810488,2.922980445155621,3.2408707386886335,Tulip
2.605891968518881,2.9751272050266255,2.061575250494796,2.2993520128191185,Tulip
2.671214904912333,3.1638689046079156,2.4616382254644757,2.386186837849454,Tulip
2.612198924313178,2.25252677824212,4.182480624316591,3.8984422120969344,Tulip
3.3734779972471243,2.7050144214010228,2.7301801847108935,2.839888038324254,Tulip
2.4824848749749706,2.9195876220695824,2.179711392602289,2.2924031196188577,Tulip
2.4875958205712227,2.5702619073455626,1.9481333554139764,2.9785652219154604,Tulip
4.067057995061793,3.3225284875173915,4.091072257671434,4.0356740718224655,Tulip
2.8866487177575126,3.0121284161181348,2.683301304282411,2.5118676483136007,Tulip
2.4075455573366846,3.148324546666961,2.642383272759342,3.4214980365458905,Tulip
3.313316237106369,2.2927308132413735,2.6131544438286665,1.9872588475973632,Tulip
3.91604741259076,3.3492597376952515,2.2064511038293433,3.293859597018545,Tulip
2.872563668039081,4.220553417373236,2.7936671283719523,3.1580397992547655,Tulip
3.4778171920008356,2.694239002851965,4.0545694950632996,2.70745244337937,Tulip
3.3179041181540407,3.1956943287594908,2.477392325913448,3.192166943107091,Tulip
3.3274904437641912,2.8416236443676146,3.0729700523174843,3.4431447602963265,Tulip
3.342900299341469,3.0743650985812128,2.9938358541235344,4.069515948001159,Tulip
3.429706317726163,3.3700388655597036,3.3973692308413908,3.695866660534975,Tulip
3.0388304786749076,2.6331351916237016,2.562517900966377,3.050387601520995,Tulip
3.613008536821193,3.1396622940212944,3.3292657117168822,2.5521893848953052,Tulip
2.8211819428937153,3.5569150368610645,3.305058842629007,2.8840080094960703,Tulip
2.4134525240549225,3.580795914549528,2.3714985856941526,2.5726687640356922,Tulip
2.3198450653456937,3.418065127903108,3.328096200187609,2.3077423055259585,Tulip
3.282685983868646,2.1236867070086762,3.467768175434742,2.6422435667253126,Tulip
3.4412106269946157,3.938481806380208,3.100324029359064,4.250542114663933,Tulip
2.6246787293022495,3.749253191362643,2.9024893929224707,3.2085656213924283,Tulip
3.702877990953137,2.945120327187033,2.283186228127521,2.633946822731832,Tulip
2.4125144548648922,3.826064085012323,3.1510089026763426,2.696281063435478,Tulip
3.8616212703007387,2.766497094106474,3.21703559918158,3.1294583488906174,Tulip
2.663243361298995,3.591842001712333,2.825174256935441,3.2100510077890014,Tulip
3.109513920037894,2.9784583964633056,3.209596207948918,2.8515751357087953,Tulip
3.281478396591776,2.877941055052214,3.3048060080874415,3.1030499744300455,Tulip
3.6608694668381636,3.14757920878951,3.2977561229554024,4.110244929098445,Tulip
2.4761868843585404,3.1239535228838458,4.308348752179709,2.1451485663601897,Tulip
3.0305762216807124,3.2654113597433243,2.850130562479108,3.101138655384647,Tulip
3.709423300993768,1.954101130691461,2.9162472924155183,3.1531623375130007,Tulip
3.100314579021516,3.1582956717042463,3.69869880099037,3.724278202683338,Tulip
3.1863229581277097,2.6246842700675157,3.6336532378162687,2.7023299545573454,Tulip
3.9122253990363562,2.8515843089363195,2.7092039381837183,3.7552710735538395,Tulip
3.1640479941562143,3.090038747655183,3.0720540118238353,2.961752211561204,Tulip
3.379079998783296,3.4268446936036754,3.3478863526835694,3.560501462355989,Tulip
2.4581433485776927,2.408164756551502,2.370375410852116,3.4257454964847946,Tulip
3.22720850138111,2.3631929055875016,2.3845279120820027,2.5884463759201175,Tulip
3.0979934007147674,3.1528335464758745,2.5197975255997043,2.5410174866895243,Tulip
2.8712546206677385,3.234443237583073,2.9319470913789636,2.4555541642856005,Tulip
3.09718796213063,2.3303955242217294,3.732704957317741,3.5079036441466727,Tulip
2.922998785572,2.9392171946196135,2.6202383123401605,2.5890067654426216,Tulip
2.3048014033589093,2.6254795884737976,2.833525684150444,2.8492259194193066,Tulip
3.0754743438451095,3.782696469017168,2.538109486660184,2.8688869845190608,Tulip
2.739201778601338,4.16277907844669,3.0113776425059626,3.1566202200434303,Tulip
2.5208164429807454,3.8619856049798114,3.099017778267898,3.065263677949709,Tulip
2.7957959007847233,4.239176688852737,2.3381602228253784,3.1270734711842314,Tulip
2.6415556400715845,2.46027705475474,2.9466017677870364,3.218243698306519,Tulip
2.008257020219392,3.263031723936181,2.380281730041774,2.619529472971502,Tulip
3.3872177460510935,2.9882324713992996,3.3093416290466635,3.3368675181090466,Tulip
3.1577656650204684,3.1733238115719877,3.2542902076518665,3.428599351779084,Tulip
2.8497492485681435,3.432560615950044,2.9097117027856747,3.4911827258906913,Tulip
2.8054416680702325,4.292673314389001,2.6806811779812065,2.3418209687021028,Tulip
2.876080878315793,3.7611434339339174,2.909285076092158,2.8224264936504966,Tulip
2.6518889156764476,2.835216218030849,3.6247279804338413,2.8694866704891036,Tulip
3.444760897107108,2.477063526770677,2.829654964388814,2.946531826406036,Tulip
2.7606275496006583,2.8577081564616345,2.1601449622934386,4.0101085016780305,Tulip
